Drug_PubChemCID,Drug_ChemicalID,Drug_Name,Ref_Database,Gene Symbol,Target_EntrezID
115237,NA,NA,DrugBank,ADRA2A,150
115237,NA,NA,DrugBank,CYP3A4,1576
115237,NA,NA,DrugBank,HRH1,3269
24180718,NA,NA,DrugBank,DAPK3,1613
656981,NA,NA,DrugBank,LYZ,4069
69020,NA,NA,DrugBank,MMP8,4317
21066096,NA,NA,DrugBank,CDK2,1017
5284513,55079-83-9,Acitretin,KEGG,RARB,5915
5284513,55079-83-9,Acitretin,KEGG,RARG,5916
5284513,55079-83-9,Acitretin,KEGG,RARA,5914
5284513,55079-83-9,Acitretin,TTD,STAT3,6774
3870203,NA,NA,DrugBank,COMT,1312
10113978,NA,NA,TTD,KDR,3791
10113978,NA,NA,TTD,KIT,3815
5281701,NA,NA,DrugBank,PIM1,5292
4708,NA,NA,DrugBank,EGFR,1956
4708,NA,NA,DrugBank,SRC,6714
46936255,NA,NA,DrugBank,SRC,6714
5584,739-71-9,Trimipramine,DrugBank,HTR1D,3352
5584,739-71-9,Trimipramine,DrugBank,ADRA2B,151
5584,739-71-9,Trimipramine,DrugBank,ADRA1A,148
5584,739-71-9,Trimipramine,DrugBank,SLC6A3,6531
5584,739-71-9,Trimipramine,DrugBank,ADRB1,153
5584,739-71-9,Trimipramine,DrugBank,HTR2A,3356
5584,739-71-9,Trimipramine,DrugBank,ADRA1B,147
5584,739-71-9,Trimipramine,DrugBank,DRD5,1816
5584,739-71-9,Trimipramine,DrugBank,CHRM3,1131
5584,739-71-9,Trimipramine,DrugBank,DRD2,1813
5584,739-71-9,Trimipramine,DrugBank,ADRB2,154
5584,739-71-9,Trimipramine,DrugBank,CHRM5,1133
5584,739-71-9,Trimipramine,DrugBank|KEGG,SLC6A2,6530
5584,739-71-9,Trimipramine,DrugBank,DRD1,1812
5584,739-71-9,Trimipramine,DrugBank,CHRM4,1132
5584,739-71-9,Trimipramine,DrugBank,HTR2C,3358
5584,739-71-9,Trimipramine,DrugBank,CHRM1,1128
5584,739-71-9,Trimipramine,DrugBank,HTR1A,3350
5584,739-71-9,Trimipramine,DrugBank,ADRA2A,150
5584,739-71-9,Trimipramine,DrugBank,ADRB3,155
5584,739-71-9,Trimipramine,DrugBank|KEGG,SLC6A4,6532
5584,739-71-9,Trimipramine,DrugBank,HTR3A,3359
5584,739-71-9,Trimipramine,DrugBank,CHRM2,1129
5584,739-71-9,Trimipramine,DrugBank,HRH1,3269
60699,NA,NA,KEGG|TTD,TOP1,7150
46937142,NA,NA,DrugBank,TRAPPC5,126003
46937142,NA,NA,DrugBank,TRAPPC6B,122553
46937142,NA,NA,DrugBank,TRAPPC3,27095
46937142,NA,NA,DrugBank,TRAPPC1,58485
46937142,NA,NA,DrugBank,TRAPPC4,51399
46937142,NA,NA,DrugBank,TRAPPC6A,79090
41049,54340-58-8,Meptazinol,KEGG,OPRD1,4985
41049,54340-58-8,Meptazinol,KEGG,OPRM1,4988
41049,54340-58-8,Meptazinol,KEGG,OPRK1,4986
10138993,NA,NA,DrugBank,CDK2,1017
444306,NA,NA,DrugBank,CAPNS1,826
6918266,NA,NA,TTD,MLNR,2862
6420022,NA,NA,KEGG,SLC6A2,6530
6420022,NA,NA,KEGG,SLC6A4,6532
158795,NA,NA,DrugBank|TTD,ADORA1,134
5438,NA,NA,DrugBank,PRSS1,5644
5438,NA,NA,DrugBank,PLAU,5328
11794741,NA,NA,KEGG,NR3C1,2908
164538,NA,NA,KEGG,ESR2,2100
164538,NA,NA,KEGG,ESR1,2099
974,471-47-6,Oxamic Acid,DrugBank,LDHB,3945
974,471-47-6,Oxamic Acid,DrugBank,LDHA,3939
54746,81409-90-7,Cabergoline,DrugBank,HTR1D,3352
54746,81409-90-7,Cabergoline,DrugBank,ADRA2B,151
54746,81409-90-7,Cabergoline,DrugBank,ADRA1A,148
54746,81409-90-7,Cabergoline,DrugBank,ADRB1,153
54746,81409-90-7,Cabergoline,DrugBank,HTR2A,3356
54746,81409-90-7,Cabergoline,DrugBank,ADRA1B,147
54746,81409-90-7,Cabergoline,DrugBank,DRD5,1816
54746,81409-90-7,Cabergoline,DrugBank|KEGG|TTD,DRD2,1813
54746,81409-90-7,Cabergoline,DrugBank,ADRB2,154
54746,81409-90-7,Cabergoline,DrugBank,DRD1,1812
54746,81409-90-7,Cabergoline,DrugBank,HTR1B,3351
54746,81409-90-7,Cabergoline,DrugBank,ADRA2C,152
54746,81409-90-7,Cabergoline,DrugBank,HTR7,3363
54746,81409-90-7,Cabergoline,DrugBank,HTR2C,3358
54746,81409-90-7,Cabergoline,DrugBank,DRD4,1815
54746,81409-90-7,Cabergoline,DrugBank,HTR1A,3350
54746,81409-90-7,Cabergoline,DrugBank,DRD3,1814
54746,81409-90-7,Cabergoline,DrugBank,ADRA2A,150
54746,81409-90-7,Cabergoline,DrugBank,ADRA1D,146
54746,81409-90-7,Cabergoline,DrugBank,HTR2B,3357
23586154,NA,NA,DrugBank,AFDN,4301
9846180,NA,NA,TTD,MPL,4352
444030,NA,NA,KEGG,CHRM3,1131
443946,NA,NA,KEGG,ATP1B4,23439
443946,NA,NA,KEGG,ATP1B3,483
443946,NA,NA,KEGG,ATP1A2,477
443946,NA,NA,KEGG,ATP1A4,480
443946,NA,NA,KEGG,ATP1B1,481
443946,NA,NA,KEGG,ATP1A1,476
443946,NA,NA,KEGG,ATP1B2,482
443946,NA,NA,KEGG,ATP1A3,478
1715,58-85-5,Biotin,DrugBank,ANXA5,308
6918638,NA,NA,TTD,HDAC1,3065
236666,NA,NA,DrugBank,AR,367
5312830,NA,NA,DrugBank,PPARG,5468
46936808,NA,NA,DrugBank,ESR2,2100
6918336,NA,NA,TTD,MMP2,4313
11711595,NA,NA,DrugBank,PPARD,5467
54454,79902-63-9,Simvastatin,KEGG|TTD,HMGCR,3156
47936,NA,NA,DrugBank,GNAS,2778
47936,NA,NA,DrugBank,ADCY2,108
47936,NA,NA,DrugBank,ADCY5,111
11360816,NA,NA,KEGG,HTR3B,9177
11360816,NA,NA,KEGG,HTR3E,285242
11360816,NA,NA,KEGG,HTR3C,170572
11360816,NA,NA,KEGG,HTR3D,200909
11360816,NA,NA,KEGG,HTR3A,3359
60817,NA,NA,DrugBank|TTD,PNP,4860
441335,NA,NA,KEGG|TTD,NR3C1,2908
5288850,NA,NA,DrugBank,CASP3,836
19910,4008-48-4,nitroxoline,DrugBank,METAP2,10988
6917738,NA,NA,TTD,CYP51A1,1595
153948,NA,NA,DrugBank,AKR1B1,231
636374,NA,NA,KEGG,NR3C1,2908
16040257,NA,NA,DrugBank,HSD11B1,3290
123895,NA,NA,DrugBank,NOS3,4846
123895,NA,NA,DrugBank,NOS2,4843
123895,NA,NA,DrugBank,ARG1,383
123895,NA,NA,DrugBank,NOS1,4842
9799555,NA,NA,TTD,DPP4,1803
969472,NA,NA,DrugBank|KEGG,GABRQ,55879
969472,NA,NA,DrugBank|KEGG,GABRA3,2556
969472,NA,NA,DrugBank|KEGG,GABRA6,2559
969472,NA,NA,DrugBank|KEGG,GABRB2,2561
969472,NA,NA,DrugBank|KEGG,GABRG1,2565
969472,NA,NA,DrugBank,TSPO,706
969472,NA,NA,DrugBank|KEGG,GABRG3,2567
969472,NA,NA,DrugBank|KEGG,GABRD,2563
969472,NA,NA,DrugBank|KEGG,GABRA2,2555
969472,NA,NA,DrugBank|KEGG,GABRA4,2557
969472,NA,NA,DrugBank|KEGG,GABRA1,2554
969472,NA,NA,DrugBank|KEGG,GABRB3,2562
969472,NA,NA,DrugBank|KEGG,GABRB1,2560
969472,NA,NA,DrugBank|KEGG,GABRG2,2566
969472,NA,NA,DrugBank|KEGG,GABRP,2568
969472,NA,NA,DrugBank|KEGG,GABRA5,2558
969472,NA,NA,DrugBank|KEGG,GABRE,2564
46936871,NA,NA,DrugBank,LCN2,3934
46937051,NA,NA,DrugBank,UNG,7374
46936772,NA,NA,DrugBank,BST1,683
33741,27203-92-5,Tramadol,DrugBank,OPRD1,4985
33741,27203-92-5,Tramadol,DrugBank,GRIN3A,116443
33741,27203-92-5,Tramadol,DrugBank,CHRM3,1131
33741,27203-92-5,Tramadol,DrugBank|KEGG,OPRM1,4988
33741,27203-92-5,Tramadol,DrugBank,OPRK1,4986
33741,27203-92-5,Tramadol,DrugBank,SLC6A2,6530
33741,27203-92-5,Tramadol,DrugBank,HTR2C,3358
33741,27203-92-5,Tramadol,DrugBank,SLC6A4,6532
134497,NA,NA,DrugBank,DPP4,1803
31260,NA,NA,DrugBank,REN,5972
5327067,NA,NA,DrugBank,MAPK14,1432
656949,NA,NA,DrugBank,MAPK14,1432
46936552,NA,NA,DrugBank,MAN2A1,4124
46937076,NA,NA,DrugBank,PPARG,5468
6013,58-22-0,Testosterone,DrugBank|KEGG|TTD,AR,367
25011732,NA,NA,DrugBank,F2,2147
9918381,NA,NA,TTD,PLA2G7,7941
24836810,NA,NA,DrugBank,HDAC4,9759
2179,NA,NA,DrugBank,KCNH2,3757
2179,NA,NA,KEGG|TTD,TOP2B,7155
2179,NA,NA,DrugBank|KEGG|TTD,TOP2A,7153
11987868,NA,NA,DrugBank,ADK,132
151078,NA,NA,DrugBank,TOP1,7150
60342,NA,NA,KEGG|TTD,FDPS,2224
9955977,NA,NA,KEGG|TTD,HRH1,3269
4565,NA,NA,DrugBank,CDK2,1017
4565,NA,NA,DrugBank,CCNA2,890
3226,13838-16-9,Enflurane,DrugBank,GABRQ,55879
3226,13838-16-9,Enflurane,DrugBank,KCNA1,3736
3226,13838-16-9,Enflurane,DrugBank,GABRA3,2556
3226,13838-16-9,Enflurane,DrugBank,GABRA6,2559
3226,13838-16-9,Enflurane,DrugBank,GLRB,2743
3226,13838-16-9,Enflurane,DrugBank,GABRB2,2561
3226,13838-16-9,Enflurane,DrugBank,GABRG1,2565
3226,13838-16-9,Enflurane,DrugBank,GRIA1,2890
3226,13838-16-9,Enflurane,DrugBank,KCNN4,3783
3226,13838-16-9,Enflurane,DrugBank,GABRG3,2567
3226,13838-16-9,Enflurane,DrugBank,GABRD,2563
3226,13838-16-9,Enflurane,DrugBank,GABRA2,2555
3226,13838-16-9,Enflurane,DrugBank,GABRA4,2557
3226,13838-16-9,Enflurane,DrugBank,GLRA1,2741
3226,13838-16-9,Enflurane,DrugBank,ATP5F1D,513
3226,13838-16-9,Enflurane,DrugBank,GABRA1,2554
3226,13838-16-9,Enflurane,DrugBank,GABRB3,2562
3226,13838-16-9,Enflurane,DrugBank,GABRB1,2560
3226,13838-16-9,Enflurane,DrugBank,GABRG2,2566
3226,13838-16-9,Enflurane,DrugBank,GABRP,2568
3226,13838-16-9,Enflurane,DrugBank,GABRA5,2558
3226,13838-16-9,Enflurane,DrugBank,GABRE,2564
3226,13838-16-9,Enflurane,DrugBank,ATP2C1,27032
46936816,NA,NA,DrugBank,PNP,4860
1727,504-24-5,4-Aminopyridine,TTD,KCNJ5,3762
16760703,NA,NA,KEGG,CDY2B,203611
16760703,NA,NA,KEGG,CACNA1H,8912
16760703,NA,NA,KEGG,ABAT,18
16760703,NA,NA,KEGG,HDAC6,10013
16760703,NA,NA,KEGG,HDAC8,55869
16760703,NA,NA,KEGG,CDY1,9085
16760703,NA,NA,KEGG,HDAC1,3065
16760703,NA,NA,KEGG,HDAC2,3066
16760703,NA,NA,KEGG,HDAC10,83933
16760703,NA,NA,KEGG,HDAC7,51564
16760703,NA,NA,KEGG,CDY1B,253175
16760703,NA,NA,KEGG,CACNA1I,8911
16760703,NA,NA,KEGG,HDAC3,8841
16760703,NA,NA,KEGG,HDAC5,10014
16760703,NA,NA,KEGG,HDAC4,9759
16760703,NA,NA,KEGG,HDAC9,9734
16760703,NA,NA,KEGG,CACNA1G,8913
16760703,NA,NA,KEGG,CDY2A,9426
6646,NA,NA,TTD,CHRM5,1133
165323,NA,NA,DrugBank,CA2,760
6102821,NA,NA,DrugBank,FBP1,2203
5813717,NA,NA,TTD,NQO1,1728
443868,NA,NA,KEGG,CACNA1C,775
443868,NA,NA,KEGG,CACNA1S,779
443868,NA,NA,KEGG,CACNA1D,776
443868,NA,NA,KEGG,CACNA1F,778
6102763,NA,NA,DrugBank,PDK2,5164
5282411,35121-78-9,Epoprostenol,DrugBank,PTGIS,5740
5282411,35121-78-9,Epoprostenol,DrugBank,P2RY12,64805
5282411,35121-78-9,Epoprostenol,DrugBank,PTGIR,5739
84088,NA,NA,TTD,PLA2G1B,5319
42608447,NA,NA,DrugBank,DPP4,1803
5326977,NA,NA,DrugBank,CSNK2A1,1457
11557040,NA,NA,KEGG|TTD,EGFR,1956
11557040,NA,NA,KEGG|TTD,ERBB2,2064
6443013,NA,NA,DrugBank,PPARG,5468
91610,NA,NA,TTD,KCNJ10,3766
91610,NA,NA,DrugBank|KEGG,ABCC8,6833
91610,NA,NA,DrugBank,KCNJ8,3764
501640,NA,NA,DrugBank,GBA,2629
5381,NA,NA,DrugBank|KEGG,RARB,5915
5381,NA,NA,DrugBank,RXRB,6257
5381,NA,NA,DrugBank|KEGG|TTD,RARG,5916
5381,NA,NA,DrugBank|KEGG,RARA,5914
3365,86386-73-4,Fluconazole,TTD,CYP51A1,1595
10517,509-74-0,Methadyl Acetate,DrugBank|TTD,OPRM1,4988
16129580,NA,NA,DrugBank,MMP9,4318
20056986,NA,NA,KEGG,BDKRB2,624
47320,NA,NA,KEGG,CHRNG,1146
47320,NA,NA,KEGG,CHRNB1,1140
47320,NA,NA,KEGG,CHRNE,1145
47320,NA,NA,KEGG,CHRND,1144
47320,NA,NA,KEGG,CHRNA1,1134
6101632,NA,NA,DrugBank,GYG1,2992
6101632,NA,NA,DrugBank,B3GAT3,26229
6101632,NA,NA,DrugBank,B3GAT1,27087
6101632,NA,NA,DrugBank,CMPK1,51727
6101632,NA,NA,DrugBank,GLT6D1,360203
6101632,NA,NA,DrugBank,ABO,28
6101632,NA,NA,DrugBank,EXTL2,2135
10415975,NA,NA,KEGG,DRD2,1813
10415975,NA,NA,KEGG,DRD1,1812
14969,1404-90-6,Vancomycin,DrugBank,ALB,213
5461108,NA,NA,TTD,ABL2,27
5461108,NA,NA,TTD,ABL1,25
46936681,NA,NA,DrugBank,VDR,7421
6305,73-22-3,Tryptophan,TTD,IDO1,3620
6305,73-22-3,Tryptophan,DrugBank,WARS2,10352
6305,73-22-3,Tryptophan,DrugBank,WARS1,7453
6918509,NA,NA,TTD,CALCA,796
439685,NA,NA,DrugBank,AMY1A,276
439685,NA,NA,DrugBank,VEGFA,7422
439685,NA,NA,DrugBank,AMY2B,280
439685,NA,NA,DrugBank,CCL8,6355
439685,NA,NA,DrugBank,AMY2A,279
439685,NA,NA,DrugBank,AMY1B,277
439685,NA,NA,DrugBank,HCRT,3060
439685,NA,NA,DrugBank,TFF2,7032
439685,NA,NA,DrugBank,ADAM28,10863
439685,NA,NA,DrugBank,ANG,283
439685,NA,NA,DrugBank,AMY1C,278
439685,NA,NA,DrugBank,KRTAP5-2,440021
46936464,NA,NA,DrugBank,RNASE1,6035
25203945,NA,NA,DrugBank,MAPK10,5602
6238,68-96-2,17-alpha-Hydroxyprogesterone,KEGG,PGR,5241
68546,NA,NA,KEGG,ADRA1A,148
68546,NA,NA,KEGG,ADRA1B,147
68546,NA,NA,KEGG,ADRA1D,146
5717,107753-78-6,zafirlukast,DrugBank|KEGG|TTD,CYSLTR1,10800
5287869,NA,NA,DrugBank,CTSH,1512
4644,NA,NA,DrugBank,XDH,7498
11477084,NA,NA,TTD,EDNRA,1909
11597697,NA,NA,KEGG,SLC6A3,6531
11597697,NA,NA,KEGG,SLC6A2,6530
4822,NA,NA,KEGG,HRH1,3269
25126798,NA,NA,KEGG|TTD,JAK1,3716
25126798,NA,NA,KEGG|TTD,JAK2,3717
9434,NA,NA,DrugBank|TTD,BCHE,590
46936789,NA,NA,DrugBank,RNASE1,6035
16659841,NA,NA,TTD,JAK1,3716
16659841,NA,NA,TTD,JAK2,3717
25244225,NA,NA,KEGG,SERPINC1,462
25244225,NA,NA,TTD,F10,2159
657381,NA,NA,KEGG,CHRM3,1131
657381,NA,NA,KEGG,CHRM5,1133
657381,NA,NA,KEGG,CHRM4,1132
657381,NA,NA,KEGG,CHRM1,1128
657381,NA,NA,KEGG,CHRM2,1129
441344,NA,NA,KEGG,CHRM1,1128
5280863,520-18-3,kaempferol,DrugBank,UGT3A1,133688
448970,NA,NA,DrugBank,HSP90AA1,3320
4495,51803-78-2,nimesulide,TTD,TNFRSF10A,8797
4495,51803-78-2,nimesulide,KEGG,PTGS2,5743
4495,51803-78-2,nimesulide,TTD,TNFRSF10B,8795
1349907,60-56-0,Methimazole,DrugBank|KEGG|TTD,TPO,7173
5326888,NA,NA,DrugBank,F7,2155
46936324,NA,NA,DrugBank,AMY2B,280
46936324,NA,NA,DrugBank,AMY2A,279
1514,NA,NA,DrugBank,CA2,760
65906,NA,NA,KEGG|TTD,HRH1,3269
5284533,NA,NA,KEGG,PGR,5241
4906,NA,NA,KEGG,SCN10A,6336
4906,NA,NA,KEGG,SCN1A,6323
4906,NA,NA,DrugBank|KEGG|TTD,SCN5A,6331
4906,NA,NA,KEGG,SCN7A,6332
4906,NA,NA,KEGG,CACNA1I,8911
4906,NA,NA,KEGG,SCN2A,6326
4906,NA,NA,KEGG,SCN3A,6328
5284627,97240-79-4,Topiramate,KEGG,GRIK2,2898
5284627,97240-79-4,Topiramate,DrugBank,GABRQ,55879
5284627,97240-79-4,Topiramate,KEGG,CACNA1C,775
5284627,97240-79-4,Topiramate,DrugBank,GABRA3,2556
5284627,97240-79-4,Topiramate,KEGG,CACNA1S,779
5284627,97240-79-4,Topiramate,DrugBank|KEGG|TTD,GRIK1,2897
5284627,97240-79-4,Topiramate,DrugBank,GABRA6,2559
5284627,97240-79-4,Topiramate,DrugBank|KEGG,SCN1A,6323
5284627,97240-79-4,Topiramate,KEGG,SCN5A,6331
5284627,97240-79-4,Topiramate,KEGG,SCN8A,6334
5284627,97240-79-4,Topiramate,DrugBank,GABRB2,2561
5284627,97240-79-4,Topiramate,DrugBank,GABRG1,2565
5284627,97240-79-4,Topiramate,KEGG,GRIA1,2890
5284627,97240-79-4,Topiramate,DrugBank,CA2,760
5284627,97240-79-4,Topiramate,KEGG,CACNA1D,776
5284627,97240-79-4,Topiramate,DrugBank,GABRG3,2567
5284627,97240-79-4,Topiramate,KEGG,GRIA4,2893
5284627,97240-79-4,Topiramate,KEGG,GRIK4,2900
5284627,97240-79-4,Topiramate,DrugBank,GABRD,2563
5284627,97240-79-4,Topiramate,KEGG,GRIK5,2901
5284627,97240-79-4,Topiramate,KEGG,SCN4A,6329
5284627,97240-79-4,Topiramate,DrugBank,GABRA2,2555
5284627,97240-79-4,Topiramate,DrugBank,GABRA4,2557
5284627,97240-79-4,Topiramate,KEGG,CACNA1F,778
5284627,97240-79-4,Topiramate,KEGG,GRIK3,2899
5284627,97240-79-4,Topiramate,KEGG,SCN2A,6326
5284627,97240-79-4,Topiramate,KEGG,SCN3A,6328
5284627,97240-79-4,Topiramate,KEGG,GRIA3,2892
5284627,97240-79-4,Topiramate,DrugBank,GABRA1,2554
5284627,97240-79-4,Topiramate,DrugBank,GABRB3,2562
5284627,97240-79-4,Topiramate,DrugBank,GABRB1,2560
5284627,97240-79-4,Topiramate,DrugBank,CA4,762
5284627,97240-79-4,Topiramate,DrugBank,GABRG2,2566
5284627,97240-79-4,Topiramate,KEGG,GRIA2,2891
5284627,97240-79-4,Topiramate,DrugBank,GABRP,2568
5284627,97240-79-4,Topiramate,KEGG,SCN9A,6335
5284627,97240-79-4,Topiramate,DrugBank,GABRA5,2558
5284627,97240-79-4,Topiramate,DrugBank,GABRE,2564
46937086,NA,NA,DrugBank,POLK,51426
70881,NA,NA,KEGG,PDE1B,5153
70881,NA,NA,KEGG,PDE4C,5143
70881,NA,NA,KEGG,PDE1A,5136
70881,NA,NA,KEGG,PDE10A,10846
70881,NA,NA,KEGG,PDE4A,5141
70881,NA,NA,KEGG,PDE8A,5151
70881,NA,NA,KEGG,PDE11A,50940
70881,NA,NA,KEGG,PDE1C,5137
70881,NA,NA,KEGG,PDE3A,5139
70881,NA,NA,KEGG,PDE4D,5144
70881,NA,NA,KEGG,PDE7B,27115
70881,NA,NA,KEGG,PDE8B,8622
70881,NA,NA,KEGG,PDE4B,5142
70881,NA,NA,KEGG,PDE2A,5138
70881,NA,NA,KEGG,PDE3B,5140
70881,NA,NA,KEGG,PDE7A,5150
5284569,NA,NA,DrugBank|TTD,OPRD1,4985
5284569,NA,NA,DrugBank|KEGG,OPRM1,4988
46937163,NA,NA,DrugBank,CTSS,1520
9547958,NA,NA,DrugBank,PTPN1,5770
12106168,NA,NA,DrugBank,MAPK14,1432
53708,NA,NA,DrugBank|KEGG,PDE3A,5139
53708,NA,NA,KEGG,PDE3B,5140
11285792,NA,NA,TTD,CCR5,1234
27991,NA,NA,KEGG,AVPR1B,553
27991,NA,NA,KEGG|TTD,AVPR2,554
27991,NA,NA,KEGG,AVPR1A,552
27991,NA,NA,KEGG,F8,2157
5744,NA,NA,KEGG,NR3C1,2908
56603693,NA,NA,TTD,NPY4R,5540
56603693,NA,NA,TTD,NPY4R2,100996758
11696609,NA,NA,TTD,AURKB,9212
11696609,NA,NA,TTD,AURKA,6790
46936877,NA,NA,DrugBank,NME1,4830
493570,83-88-5,Riboflavin,DrugBank,RFK,55312
493570,83-88-5,Riboflavin,DrugBank,BLVRB,645
6869,NA,NA,DrugBank,SLC15A1,6564
56603735,NA,NA,TTD,GHSR,2693
5288266,NA,NA,DrugBank,TLR4,7099
5288266,NA,NA,DrugBank,LY96,23643
439693,NA,NA,DrugBank|KEGG|TTD,ADA,100
18608234,NA,NA,KEGG,GRIN2B,2904
18608234,NA,NA,KEGG,GRIN2C,2905
18608234,NA,NA,KEGG,GRIN2A,2903
18608234,NA,NA,KEGG,GRIN1,2902
18608234,NA,NA,KEGG,GRIN2D,2906
156333,NA,NA,TTD,DRD2,1813
24971313,NA,NA,DrugBank,CDK2,1017
3519,29110-47-2,Guanfacine,DrugBank|KEGG,ADRA2B,151
3519,29110-47-2,Guanfacine,KEGG,ADRA2C,152
3519,29110-47-2,Guanfacine,DrugBank|KEGG,ADRA2A,150
56603730,NA,NA,TTD,GRM2,2912
56603730,NA,NA,TTD,GRM3,2913
5464072,NA,NA,KEGG,ACHE,43
11538992,NA,NA,DrugBank,DPP4,1803
5327131,NA,NA,DrugBank,CDK2,1017
65999,NA,NA,DrugBank,PPARG,5468
65999,NA,NA,DrugBank|KEGG|TTD,AGTR1,185
446744,NA,NA,DrugBank,DHFR,1719
9547909,NA,NA,DrugBank,FNTA,2339
9547909,NA,NA,DrugBank,CHURC1-FNTB,100529261
9547909,NA,NA,DrugBank,FNTB,2342
46936411,NA,NA,DrugBank,EPRS1,2058
448660,NA,NA,DrugBank,PTPN1,5770
8550,NA,NA,TTD,ACE,1636
8550,NA,NA,DrugBank,SLC18A2,6571
6438339,NA,NA,TTD,SERPINA1,5265
11691442,NA,NA,DrugBank,WEE1,7465
2161,NA,NA,DrugBank,S100A13,6284
2161,NA,NA,DrugBank,IL3,3562
2161,NA,NA,DrugBank,S100A12,6283
2161,NA,NA,DrugBank,FGF1,2246
166589,NA,NA,KEGG,DRD2,1813
166589,NA,NA,KEGG,DRD4,1815
166589,NA,NA,KEGG,DRD3,1814
9934347,NA,NA,DrugBank,PTK2,5747
447622,NA,NA,DrugBank,FGFR2,2263
446127,NA,NA,DrugBank,REN,5972
4195,42794-76-3,Midodrine,DrugBank|KEGG,ADRA1A,148
4195,42794-76-3,Midodrine,DrugBank|KEGG,ADRA1B,147
4195,42794-76-3,Midodrine,DrugBank|KEGG,ADRA1D,146
5950,56-41-7,Alanine,TTD,ABAT,18
3494,NA,NA,DrugBank,CHRM3,1131
3494,NA,NA,DrugBank,CHRM1,1128
3494,NA,NA,DrugBank,CHRM2,1129
9548598,NA,NA,DrugBank,CYTH3,9265
9890801,NA,NA,TTD,PTGER2,5732
5719,NA,NA,DrugBank,TSPO,706
5719,NA,NA,DrugBank,GABRA1,2554
53297362,NA,NA,KEGG,SCTR,6344
3510,NA,NA,DrugBank,HTR3A,3359
15,NA,NA,DrugBank,AR,367
15,NA,NA,DrugBank,HSD17B1,3292
38102,NA,NA,KEGG,ADRA1A,148
38102,NA,NA,KEGG,ADRA1B,147
38102,NA,NA,KEGG,ADRA1D,146
5327045,NA,NA,DrugBank,PTPN1,5770
3016,439-14-5,Diazepam,DrugBank,GABRR3,200959
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRQ,55879
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRA3,2556
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRA6,2559
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRB2,2561
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRG1,2565
3016,439-14-5,Diazepam,DrugBank,GABRR1,2569
3016,439-14-5,Diazepam,DrugBank,TSPO,706
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRG3,2567
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRD,2563
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRA2,2555
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRA4,2557
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRA1,2554
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRB3,2562
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRB1,2560
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRG2,2566
3016,439-14-5,Diazepam,DrugBank,GABRR2,2570
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRP,2568
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRA5,2558
3016,439-14-5,Diazepam,DrugBank|KEGG,GABRE,2564
46936382,NA,NA,DrugBank,PTPN1,5770
10071196,NA,NA,TTD,HTR2A,3356
16129664,NA,NA,DrugBank,MC1R,4157
5284604,NA,NA,DrugBank,OPRD1,4985
5284604,NA,NA,DrugBank|TTD,OPRM1,4988
9823820,NA,NA,TTD,KDR,3791
84704,NA,NA,DrugBank,IGF1,3479
84704,NA,NA,DrugBank,MAOB,4129
9600423,NA,NA,DrugBank,PRSS1,5644
394493,NA,NA,TTD,TYMS,7298
2145,125-84-8,Aminoglutethimide,DrugBank|KEGG|TTD,CYP19A1,1588
2145,125-84-8,Aminoglutethimide,DrugBank|TTD,CYP11A1,1583
11270500,NA,NA,DrugBank,CDK2,1017
447962,NA,NA,DrugBank,CDK2,1017
447962,NA,NA,DrugBank,CCNA2,890
4507,39562-70-4,Nitrendipine,DrugBank,CACNA1H,8912
4507,39562-70-4,Nitrendipine,DrugBank,CACNA2D2,9254
4507,39562-70-4,Nitrendipine,DrugBank|KEGG,CACNA1C,775
4507,39562-70-4,Nitrendipine,DrugBank|KEGG,CACNA1S,779
4507,39562-70-4,Nitrendipine,DrugBank,CACNB2,783
4507,39562-70-4,Nitrendipine,DrugBank|KEGG,CACNA1D,776
4507,39562-70-4,Nitrendipine,KEGG,CACNA1F,778
4507,39562-70-4,Nitrendipine,DrugBank|TTD,CACNG1,786
4507,39562-70-4,Nitrendipine,DrugBank|TTD,CACNA2D1,781
24788740,NA,NA,TTD,AKT2,208
24788740,NA,NA,TTD,AKT1,207
24788740,NA,NA,TTD,AKT3,10000
69594,NA,NA,KEGG,CA8,767
69594,NA,NA,KEGG,CA13,377677
69594,NA,NA,KEGG,CA12,771
69594,NA,NA,KEGG,CA2,760
69594,NA,NA,KEGG,CA14,23632
69594,NA,NA,KEGG,CA5B,11238
69594,NA,NA,KEGG,CA6,765
69594,NA,NA,KEGG,CA7,766
69594,NA,NA,KEGG,CA9,768
69594,NA,NA,KEGG,CA5A,763
69594,NA,NA,KEGG,CA4,762
